NAME,MASS,MASS_SINI,SEMI_MAJOR_AXIS,ORBITAL_PERIOD,ECCENTRICITY,OMEGA,TIME_PERIAPSE,PLANETARY_RADIUS,INCLINATION,DETECTION_TYPE,STAR_MASS,STAR_AGE,STAR_TEMP,STAR_RADIUS,STAR_METALLICITY
GJ 180 b,0.02611459,0.02611459,0.10300000000000001,17.38,0.11,11.46,,,,Radial Velocity,0.43,,3371.0,,
GJ 180 c,0.020136551000000003,0.020136551000000003,0.129,24.329,0.09,234.91,,,,Radial Velocity,0.43,,3371.0,,
GJ 221 e,0.0104,0.0104,0.03,2.3946,0.03,,,,,Radial Velocity,0.7,4.4,4324.0,,0.14
GJ 229 A b,0.10099999999999999,0.10099999999999999,0.97,471.0,0.1,148.97,,,,Radial Velocity,0.58,,3564.0,,
GJ 229 B,35.0,,,,,,,,,Imaging,0.58,,3564.0,,
GJ 27.1 b,0.040902369,0.040902369,0.10099999999999999,15.819,0.08,154.69,,,,Radial Velocity,0.53,,3542.0,,
GJ 273 b,0.0069,0.0069,0.09,18.64,0.03,,,,,Radial Velocity,0.29,,3382.0,0.293,0.09
GJ 273 c,0.0038,0.0038,0.036000000000000004,4.7232199999999995,0.12,,,,,Radial Velocity,0.29,,3382.0,0.293,0.09
GJ 273 d,0.034,0.034,0.7120000000000001,413.9,0.17,,,,,Radial Velocity,0.29,,3382.0,0.293,0.09
GJ 273 e,0.0293,0.0293,0.8490000000000001,542.0,0.03,,,,,Radial Velocity,0.29,,3382.0,0.293,0.09
GJ 3021 b,3.37,3.37,0.49,133.71,0.511,290.7,2451545.86,,,Radial Velocity,0.9,8.77,5540.0,0.9,0.1
GJ 3138 b,0.0132,0.0132,0.057,5.974,0.11,,,,,Radial Velocity,0.6809999999999999,,3717.0,0.5,0.3
GJ 3138 c,0.0056,0.0056,0.0197,1.22003,0.19,,,,,Radial Velocity,0.6809999999999999,,3717.0,0.5,0.3
GJ 3138 d,0.033,0.033,0.698,257.8,0.32,,,,,Radial Velocity,0.6809999999999999,,3717.0,0.5,0.3
GJ 317 b,2.3298,1.6474,1.11,698.2,0.02,340.0,2451656.7,,45.0,Radial Velocity,0.42,,3510.0,,0.36
GJ 317 c,0.163,0.163,0.763,397.7,0.81,210.0,,,,Radial Velocity,0.42,,3510.0,,0.36
GJ 328 b,2.3,2.3,4.5,4100.0,0.37,,2454500.0,,,Radial Velocity,0.69,,3900.0,,0.0
GJ 3293 b,0.07406,0.07406,0.14339000000000002,30.5987,0.06,282.3,2455640.3,,,Radial Velocity,0.42,,3466.0,0.40399999999999997,0.02
GJ 3293 c,0.06636,0.06636,0.36175,122.6196,0.11,17.3,2455463.3,,,Radial Velocity,0.42,,3466.0,0.40399999999999997,0.02
GJ 3293 d,0.024,0.024,0.19399999999999998,48.1345,0.12,322.0,2455684.9,,,Radial Velocity,0.42,,3466.0,0.40399999999999997,0.02
GJ 3293 e,0.0103,0.0103,0.0821,13.2543,0.21,,,,,Radial Velocity,0.42,,3466.0,0.40399999999999997,0.02
GJ 3323 b,0.00636,0.00636,0.03282,5.3636,0.23,,,,,Radial Velocity,0.16399999999999998,,3159.0,0.11900000000000001,0.27
GJ 3323 c,0.00727,0.00727,0.1264,40.54,0.17,,,,,Radial Velocity,0.16399999999999998,,3159.0,0.11900000000000001,0.27
GJ 3341 b,0.35717,0.35717,0.08900000000000001,14.207,0.31,42.32,2455623.7,,,Radial Velocity,0.47,,3526.0,0.349,0.09
GJ 3470 b,0.039580000000000004,,0.03557,3.336649,0.114,278.0,,0.37380742899999997,88.3,Primary Transit,0.51,1.6,3652.0,0.48,0.2
GJ 357 c,0.0113,0.0113,0.085,9.1258,,,2458314.65,,,Radial Velocity,0.342,,3505.0,0.337,0.12
GJ 357 d,0.0242,0.0242,0.204,55.66,0.03,,,,,Radial Velocity,0.342,,3505.0,0.337,0.12
GJ 3634 b,0.026000000000000002,0.022000000000000002,0.0287,2.64561,0.08,84.0,2454917.04,,59.0,Radial Velocity,0.45,,,0.43,
GJ 3779 b,0.0252,0.0252,0.026000000000000002,3.0232,0.07,225.0,,,,Radial Velocity,0.27,,3324.0,0.281,0.0
GJ 3942 b,0.0225,0.0225,0.0608,6.905,0.121,112.7,,,,Radial Velocity,0.63,,3867.0,0.61,0.04
GJ 3998 b,0.00777,0.00777,0.028999999999999998,2.64977,0.0,,,,,Radial Velocity,0.5,,3722.0,0.49,0.16
GJ 3998 c,0.0197,0.0197,0.08900000000000001,13.74,0.049,,,,,Radial Velocity,0.5,,3722.0,0.49,0.16
GJ 422 b,0.031148727,0.031148727,0.11900000000000001,26.160999999999998,0.05,246.37,,,,Radial Velocity,0.35,,3323.0,,
GJ 433 b,0.016669999999999997,0.016669999999999997,0.06,7.3697,0.05,309.39,2454287.0,,,Radial Velocity,0.48,,3600.0,,0.22
GJ 433 c,0.14,0.14,3.6,3693.0,0.17,206.0,2456740.0,,,Radial Velocity,0.48,,3600.0,,0.22
GJ 436 b,0.07,,0.02887,2.64394,0.1912,354.4,2452992.1,0.38,85.8,Primary Transit,0.452,6.0,3684.0,0.46399999999999997,0.32
GJ 504 b,4.0,,43.5,,,,,0.96,,Imaging,1.22,0.16,6234.0,,0.28
GJ 536 b,0.0169,0.0169,0.06661,8.7076,0.08,288.7,,,,Radial Velocity,0.52,,3685.0,0.5,0.08
GJ 570 D,42.5,,1500.0,,,,,0.855,,Imaging,0.802,,4758.0,,0.06
GJ 581 b,0.04782,0.04782,0.040999999999999995,5.367999999999999,0.022000000000000002,118.3,,,,Radial Velocity,0.31,8.0,3498.0,0.3,0.135
GJ 581 c,0.017783,0.017783,0.07400000000000001,12.919,0.087,148.7,,,,Radial Velocity,0.31,8.0,3498.0,0.3,0.135
GJ 581 e,0.005214,0.005214,0.028999999999999998,3.153,0.125,77.4,,,,Radial Velocity,0.31,8.0,3498.0,0.3,0.135
GJ 625 b,0.0095,0.0095,0.078399,14.638,0.13,240.0,,,,Radial Velocity,0.3,,3499.0,0.31,0.38
GJ 649 b,0.32799999999999996,0.32799999999999996,1.135,598.3,0.3,352.0,12876.0,,,Radial Velocity,0.54,,3700.0,,0.08
GJ 649 c,0.03,0.03,0.043,4.4762,0.2,334.0,,,,Radial Velocity,0.54,,3700.0,,0.08
GJ 667 C b,0.0176,0.0176,0.0505,7.2004,0.13,5.7,2454443.1,,,Radial Velocity,0.33,2.0,3600.0,,0.55
GJ 667 C c,0.012,0.012,0.125,28.14,0.02,292.0,2454462.0,,,Radial Velocity,0.33,2.0,3600.0,,0.55
GJ 667 C d,0.016040000000000002,0.016040000000000002,0.276,91.61,0.03,40.11,2454499.0,,,Radial Velocity,0.33,2.0,3600.0,,0.55
GJ 667 C e,0.0085,0.0085,0.213,62.24,0.02,28.65,,,,Radial Velocity,0.33,2.0,3600.0,,0.55
GJ 667 C f,0.0085,0.0085,0.156,39.025999999999996,0.03,103.0,,,,Radial Velocity,0.33,2.0,3600.0,,0.55
GJ 667 C g,0.0145,0.0145,0.5489999999999999,256.2,0.08,51.56,,,,Radial Velocity,0.33,2.0,3600.0,,0.55
GJ 674 b,0.04,0.04,0.039,4.6944,0.07,0.5,2453823.784,1.13,,Radial Velocity,0.35,0.55,3600.0,,0.28
GJ 676 A b,6.7,4.7330000000000005,1.8119999999999998,1052.1,0.32299999999999995,87.4,2455411.9,,45.0,Radial Velocity,0.71,,,,0.23
GJ 676 A c,6.8,6.8,6.6,7337.0,0.2,356.0,,,,Radial Velocity,0.71,,,,0.23
GJ 676 A d,0.013999999999999999,0.013999999999999999,0.0413,3.6,0.15,315.0,,,,Radial Velocity,0.71,,,,0.23
GJ 676 A e,0.036000000000000004,0.036000000000000004,0.187,35.37,0.24,332.0,,,,Radial Velocity,0.71,,,,0.23
GJ 682 b,0.013843879,0.013843879,0.08,17.477999999999998,0.08,85.94,,,,Radial Velocity,0.27,,3028.0,,
GJ 682 c,0.027365121000000003,0.027365121000000003,0.17600000000000002,57.32,0.1,320.85,,,,Radial Velocity,0.27,,3028.0,,
GJ 685 b,0.0283,0.0283,0.1344,24.16,,,,,,Radial Velocity,0.55,,3816.0,0.54,0.15
GJ 687 b,0.057999999999999996,0.057999999999999996,0.16353,38.14,0.04,359.3,2450603.97,,,Radial Velocity,0.413,,3413.0,0.4183,
GJ 752 A b,0.0384,0.0384,0.3357,105.9,0.16,269.0,,,,Radial Velocity,0.45,5.5,3557.0,0.45299999999999996,0.0
GJ 758 b,45.0,,44.8,109000.0,0.564,,,,43.6,Imaging,0.97,8.2,5425.0,0.88,0.18
GJ 785 b,0.0532,0.0532,0.32,74.72,0.13,173.0,,,,Radial Velocity,0.78,,5144.0,0.68,0.08
GJ 785 c,0.076,0.076,1.18,525.8,0.32,110.0,2455151.026,,,Radial Velocity,0.78,,5144.0,0.68,0.08
GJ 832 b,0.6890000000000001,0.6890000000000001,3.6,3660.0,0.08,246.0,2451211.0,,,Radial Velocity,0.45,,,,0.31
GJ 832 c,0.016,0.016,0.162,35.67,0.03,80.0,,,,Radial Velocity,0.45,,,,0.31
GJ 849 b,0.9,0.9,2.35,1914.0,0.012,351.0,11462.0,,,Radial Velocity,0.49,,,0.52,0.22
GJ 849 c,0.77,0.77,,7049.0,0.218,,,,,Radial Velocity,0.49,,,0.52,0.22
GJ 86 b,4.01,4.01,0.11,15.765999999999998,0.046,266.0,2451146.7,,,Radial Velocity,0.8,2.03,5350.0,0.855,0.24
GJ 876 b,1.9380000000000002,1.9269999999999998,0.208317,61.03,0.0,116.7,,,84.0,Radial Velocity,0.33399999999999996,2.5,3350.0,0.36,0.05
GJ 876 c,0.856,0.637,0.12959,30.23,0.002,225.2,,,48.07,Radial Velocity,0.33399999999999996,2.5,3350.0,0.36,0.05
GJ 876 d,0.022000000000000002,0.017,0.02080665,1.94,0.081,157.4,,,50.0,Radial Velocity,0.33399999999999996,2.5,3350.0,0.36,0.05
GJ 876 e,0.045,0.039,0.3343,124.69,0.073,360.0,,,59.5,Radial Velocity,0.33399999999999996,2.5,3350.0,0.36,0.05
GJ 96 b,0.061860000000000005,0.061860000000000005,0.29100000000000004,73.94,0.44,339.58,2455556.39,,,Radial Velocity,0.6,,3785.0,,0.14
GJ 9827 b,0.0258,,0.0211,1.2089819,0.0,,,0.146,85.8,Primary Transit,0.659,,4255.0,0.6509999999999999,0.28
GJ 9827 c,0.0079,,0.044000000000000004,3.648086,,,,0.115,87.8,Primary Transit,0.659,,4255.0,0.6509999999999999,0.28
GJ 9827 d,0.012,,0.0627,6.201472,0.0,,,0.18600000000000003,87.39,Primary Transit,0.659,,4255.0,0.6509999999999999,0.28
GP Com b,26.2,,,0.032,,,,,55.5,Radial Velocity,0.33,,,,
GQ Lup b,21.5,,103.0,,,,,1.8,,Imaging,0.7,0.001,,,
GSC 08047-00232 b,25.0,,,,,,,,,Imaging,0.8,0.03,,,
GSC 6214-210 b,17.0,,320.0,,,,,,,Imaging,0.6,0.011000000000000001,,,
GU Psc b,11.0,,2000.0,,,,,1.35,,Imaging,0.35,0.1,,,
Gj 357 b,0.00513,,0.034,3.93056,0.02,,2458517.999,0.10402,88.92,Primary Transit,0.342,,3505.0,0.337,0.12
Gl 378 b,0.04097,0.04097,0.039435000000000005,3.822,0.109,210.6,2455500.02,,,Radial Velocity,0.56,,3879.0,0.56,0.06
Gl 686 b,0.02029,0.02029,0.0912,15.53,0.0,,2450608.8,,,Radial Velocity,0.42,,3663.0,0.42,0.3
Gliese 49 b,0.01771,0.01771,0.0905,13.8508,0.363,43.0,2455995.88,,,Radial Velocity,0.515,,3805.0,0.511,0.13
HAT-P-1 b,0.525,,0.05561,4.46529976,0.067,360.0,,1.319,85.634,Primary Transit,1.151,3.6,5980.0,1.1740000000000002,0.13
HAT-P-10 b,0.46,,0.0439,3.7224690000000002,0.0,,,1.045,89.8,Primary Transit,0.82,11.2,4980.0,0.81,0.13
HAT-P-11 b,0.0736,,0.053,4.887802443,0.265,198.0,,0.389,89.05,Primary Transit,0.809,6.5,4780.0,0.6829999999999999,0.31
HAT-P-11 c,1.595,1.595,4.13,3407.0,0.601,143.7,2456862.0,,,Radial Velocity,0.809,6.5,4780.0,0.6829999999999999,0.31
HAT-P-12 b,0.210489885,,0.0384,3.2130598,0.0,,,0.954591765,,Primary Transit,0.73,2.5,4650.0,0.7,0.29
HAT-P-13 b,0.85,,0.0426,2.916243,0.0142,223.0,,1.28,83.3,Primary Transit,1.22,5.0,5638.0,1.56,0.43
HAT-P-13 c,14.28,14.28,1.186,446.27,0.6616,175.29,2454890.05,,,Radial Velocity,1.22,5.0,5638.0,1.56,0.43
HAT-P-14 b,2.2,,0.0594,4.627657,0.095,99.0,,1.2,83.2,Primary Transit,1.386,1.3,6600.0,1.4680000000000002,0.11
HAT-P-15 b,1.946,,0.0964,10.863502,0.19,262.0,,1.072,89.1,Primary Transit,1.013,6.8,5568.0,1.08,0.22
HAT-P-16 b,4.1930000000000005,,0.0413,2.77596,0.036000000000000004,214.0,,1.2890000000000001,86.6,Primary Transit,1.218,2.0,6158.0,1.237,0.17
HAT-P-17 b,0.534,,0.0882,10.338523,0.34600000000000003,201.0,,1.01,89.2,Primary Transit,0.857,7.8,5246.0,0.8370000000000001,0.0
HAT-P-17 c,1.4,1.4,2.75,1798.0,0.1,155.0,2452636.0,,,Radial Velocity,0.857,7.8,5246.0,0.8370000000000001,0.0
HAT-P-18 b,0.183,,0.0559,5.5080290000000005,0.106,120.0,,0.9470000000000001,88.79,Primary Transit,0.77,12.4,4870.0,0.7170000000000001,0.1
HAT-P-19 b,0.292,,0.0466,4.0087839999999995,0.067,256.0,,1.1320000000000001,88.51,Primary Transit,0.8420000000000001,8.8,4990.0,0.82,0.23
HAT-P-2 b,8.74,,0.0674,5.633472900000001,0.5171,185.22,2454213.4790000003,0.951,90.0,Primary Transit,1.34,2.7,6414.0,1.54,0.04
HAT-P-20 b,7.246,,0.0361,2.875317,0.015,317.0,,0.867,81.9,Primary Transit,0.7559999999999999,6.7,4595.0,0.6940000000000001,0.35
HAT-P-21 b,4.063,,0.0494,4.124461,0.228,300.0,,1.024,87.2,Primary Transit,0.9470000000000001,10.2,5588.0,1.105,0.01
HAT-P-22 b,2.147,,0.0414,3.21222,0.016,156.0,,1.08,73.6,Primary Transit,0.9159999999999999,12.4,5302.0,1.04,0.24
HAT-P-23 b,2.09,,0.0232,1.212884,0.106,118.0,,1.368,85.1,Primary Transit,1.13,4.0,5924.0,1.29,0.16
HAT-P-24 b,0.685,,0.0465,3.3552400000000002,0.067,197.0,,1.242,88.6,Primary Transit,1.1909999999999998,2.8,6373.0,1.317,0.16
HAT-P-25 b,0.5670000000000001,,0.0466,3.652836,0.032,271.0,,1.19,87.6,Primary Transit,1.01,3.2,5500.0,0.9590000000000001,0.31
HAT-P-26 b,0.0585,,0.0479,4.234516,0.124,54.0,,0.5647,88.6,Primary Transit,0.816,9.0,5079.0,0.7879999999999999,0.04
HAT-P-27 b,0.66,,0.0403,3.0395803,0.078,63.0,,1.055,85.08,Primary Transit,0.945,4.4,5300.0,0.898,0.29
HAT-P-28 b,0.626,,0.0434,3.257215,0.051,233.0,,1.212,88.0,Primary Transit,1.025,6.1,5680.0,1.103,0.12
HAT-P-29 b,0.778,,0.0667,5.723186,0.095,169.0,,1.107,87.1,Primary Transit,1.207,2.2,6087.0,1.224,0.21
HAT-P-3 b,0.591,,0.03866,2.8997029999999997,0.0,,,0.8270000000000001,87.07,Primary Transit,0.917,1.6,5224.0,0.799,0.41
HAT-P-30 b,0.711,,0.0419,2.810595,0.035,252.0,,1.34,83.6,Primary Transit,1.18,1.0,6250.0,1.33,0.08
HAT-P-31 b,2.171,,0.055,5.005425,0.245,274.3,,1.07,87.1,Primary Transit,1.218,3.17,6065.0,1.36,0.15
HAT-P-32 b,0.86,,0.0343,2.150008,0.0072,96.0,,1.7890000000000001,88.9,Primary Transit,1.176,3.8,6001.0,1.3869999999999998,0.16
HAT-P-33 b,0.763,,0.0503,3.474474,0.14800000000000002,96.0,,1.827,86.7,Primary Transit,1.403,2.4,6401.0,1.777,0.05
HAT-P-34 b,3.3280000000000003,,0.0677,5.452654,0.441,20.0,,1.107,87.1,Primary Transit,1.36,1.7,6509.0,1.45,0.08
HAT-P-35 b,1.054,,0.0498,3.6467059999999996,0.025,248.0,,1.3319999999999999,87.3,Primary Transit,1.236,3.5,6096.0,1.435,0.11
HAT-P-36 b,1.8319999999999999,,0.0238,1.3273469999999998,0.063,95.0,,1.264,86.0,Primary Transit,1.022,6.6,5580.0,1.0959999999999999,0.26
HAT-P-37 b,1.169,,0.0379,2.7974360000000003,0.057999999999999996,164.0,,1.178,86.9,Primary Transit,0.929,3.6,5500.0,0.877,0.03
HAT-P-38 b,0.267,,0.0523,4.640382,0.067,240.0,,0.825,88.3,Primary Transit,0.8859999999999999,10.1,5330.0,0.9229999999999999,0.06
HAT-P-39 b,0.599,,0.0509,3.5438699999999996,,,,1.571,87.0,Primary Transit,1.4040000000000001,2.0,6430.0,1.625,0.19
HAT-P-4 b,0.68,,0.0446,3.0565113999999998,0.0,,,1.27,89.67,Primary Transit,1.26,4.2,5890.0,1.59,0.2
HAT-P-40 b,0.615,,0.0608,4.457243,,,,1.73,88.3,Primary Transit,1.5119999999999998,2.7,6080.0,2.206,0.22
HAT-P-41 b,0.8,,0.0426,2.6940470000000003,,,,1.685,87.7,Primary Transit,1.28,2.2,6479.0,1.19,0.13
HAT-P-42 b,0.975,,0.0575,4.641876,0.0,,,1.2770000000000001,85.9,Primary Transit,1.179,5.1,5743.0,1.528,0.27
HAT-P-43 b,0.66,,0.0443,3.3326879999999997,0.0,,,1.2830000000000001,88.7,Primary Transit,1.048,5.7,5645.0,1.104,0.23
HAT-P-44 b,0.392,,0.0507,4.301216999999999,0.07200000000000001,,,1.28,89.0,Primary Transit,0.9390000000000001,8.9,5295.0,0.9790000000000001,0.33
HAT-P-44 c,1.6,,0.6990000000000001,219.9,,,,,,Primary Transit,0.9390000000000001,8.9,5295.0,0.9790000000000001,0.33
HAT-P-45 b,0.892,,0.0452,3.1289919999999998,0.049,,,1.426,87.8,Primary Transit,1.2590000000000001,2.0,6330.0,1.319,0.07
HAT-P-46 b,0.493,,0.0577,4.463129,0.12300000000000001,,,1.284,85.5,Primary Transit,1.284,2.5,6120.0,1.396,0.3
HAT-P-46 c,2.0,,0.387,77.7,,,,,,Primary Transit,1.284,2.5,6120.0,1.396,0.3
HAT-P-47 b,0.20600000000000002,,0.0615,4.732182,0.0,,,1.3130000000000002,84.8,Primary Transit,1.3869999999999998,1.5,6703.0,1.515,0.0
HAT-P-48 b,0.168,,0.0543,4.40865,0.0,,,1.131,86.8,Primary Transit,1.099,4.7,5946.0,1.2229999999999999,0.02
HAT-P-49 b,1.73,,0.0438,2.691548,0.0,,,1.413,86.2,Primary Transit,1.5430000000000001,1.5,6820.0,1.8330000000000002,0.07400000000000001
HAT-P-5 b,1.06,,0.04079,2.788491,0.0,,,1.252,86.75,Primary Transit,1.163,1.7,5960.0,1.137,0.24
HAT-P-50 b,1.36,1.35,0.0453,3.1220109000000003,0.115,,,1.288,83.65,Primary Transit,1.273,3.37,6280.0,1.6980000000000002,0.18
HAT-P-51 b,0.309,0.309,0.05069,4.2180278,0.12300000000000001,,,1.2930000000000001,88.48,Primary Transit,0.976,8.2,5449.0,1.041,0.27
HAT-P-52 b,0.8190000000000001,0.818,0.03694,2.7535952999999997,0.047,,,1.0090000000000001,87.02,Primary Transit,0.887,9.4,5131.0,0.893,0.28
HAT-P-53 b,1.4869999999999999,1.484,0.03159,1.9616241,0.134,,,1.318,86.2,Primary Transit,1.093,4.67,5956.0,1.209,0.0
HAT-P-54 b,0.76,,0.04117,3.799847,0.07400000000000001,,,0.9440000000000001,87.04,Primary Transit,0.645,3.9,4390.0,0.617,0.127
HAT-P-55 b,0.5820000000000001,0.5820000000000001,0.04604,3.5852467000000003,0.139,,,1.182,87.7,Primary Transit,1.013,4.2,5808.0,1.011,0.03
HAT-P-56 b,2.2,2.18,0.0423,2.7908327,0.24600000000000002,,,1.466,82.13,Primary Transit,1.296,2.01,6566.0,1.4280000000000002,0.077
HAT-P-57 b,1.85,1.85,0.0406,2.4652950000000002,0.0,,,1.413,88.26,Primary Transit,1.47,1.0,7500.0,1.5,0.25
HAT-P-6 b,1.057,,0.05235,3.8530029999999997,0.0,,,1.33,85.51,Primary Transit,1.29,2.3,6570.0,1.46,0.13
HAT-P-65 b,0.527,,0.03951,2.6054552,0.3,,,1.89,84.2,Primary Transit,1.212,5.46,5835.0,1.86,0.1
HAT-P-66 b,0.7829999999999999,,0.04363,2.972086,0.0,,,1.59,86.2,Primary Transit,1.255,4.66,6002.0,1.881,0.035
HAT-P-67 b,0.34,,0.06505,4.81010205,0.24,172.0,,2.085,88.8,Primary Transit,1.642,1.24,6406.0,1.546,0.08
HAT-P-7 b,,,,,,,,,,,,,,,
HAT-P-8 b,1.34,,0.0449,3.0763402,0.0,,,1.5,87.8,Primary Transit,1.28,3.4,6200.0,1.58,0.01
HAT-P-9 b,0.67,,0.053,3.922814,0.0,,,1.4,86.5,Primary Transit,1.28,1.6,6350.0,1.32,0.12
HATS-1 b,1.855,,0.0444,3.4464589999999995,0.12,60.0,,1.3019999999999998,85.6,Primary Transit,0.986,6.0,5870.0,1.038,0.06
HATS-10 b,0.526,0.526,0.0449,3.312846,0.5,,,0.9690000000000001,87.79,Primary Transit,1.1,3.3,5880.0,1.105,0.15
HATS-11 b,0.85,0.85,0.04614,3.6191612999999996,0.34,,,1.51,88.31,Primary Transit,1.0,7.7,6060.0,1.44,0.39
HATS-12 b,2.38,,0.04795,3.142833,0.085,,,0.514,82.7,Primary Transit,1.49,2.36,6408.0,2.21,0.1
HATS-13 b,0.5429999999999999,0.5429999999999999,0.04057,3.0440499,0.18,,,1.212,88.55,Primary Transit,0.9620000000000001,2.5,5523.0,0.887,0.05
HATS-14 b,1.071,1.071,0.03815,2.7667641,0.142,,,1.0390000000000001,88.83,Primary Transit,0.9670000000000001,4.9,5346.0,0.9329999999999999,0.33
HATS-15 b,2.17,,0.02712,1.74748753,0.0,,,1.105,87.13,Primary Transit,0.871,11.0,5311.0,0.922,0.0
HATS-16 b,3.27,,0.03744,2.686502,0.0,,,1.3,83.53,Primary Transit,0.97,9.5,5738.0,1.238,0.1
HATS-17 b,1.338,1.338,0.1308,16.254610999999997,0.028999999999999998,354.0,,0.777,89.08,Primary Transit,1.131,2.1,5846.0,1.091,0.3
HATS-18 b,1.98,,0.01761,0.8378434000000001,0.166,,,1.337,85.5,Primary Transit,1.037,4.2,5600.0,1.02,0.28
HATS-19 b,0.42700000000000005,,0.0589,4.569673000000001,0.3,44.0,,1.66,86.6,Primary Transit,1.3030000000000002,3.94,5896.0,1.74,0.24
HATS-2 b,1.345,,0.023,1.354133,0.0,,,1.168,87.2,Primary Transit,0.882,9.7,5227.0,0.898,0.15
HATS-20 b,0.273,,0.046189999999999995,3.7992969,0.5,,,0.7759999999999999,87.16,Primary Transit,0.91,6.4,5406.0,0.892,0.03
HATS-21 b,0.332,,0.04676,3.5543972999999998,0.0,,,1.123,85.04,Primary Transit,1.08,2.3,5695.0,1.021,0.3
HATS-22 b,2.74,,0.05025,4.7228124000000005,0.079,56.0,,0.953,87.96,Primary Transit,0.759,4.6,4803.0,0.6890000000000001,0.0
HATS-23 b,1.47,,0.03397,2.1605156,0.114,,,1.86,81.02,Primary Transit,1.121,4.2,5780.0,1.199,0.28
HATS-24 b,2.44,,0.02547,1.3484954,0.24,,,1.4869999999999999,86.6,Primary Transit,1.212,0.88,6346.0,1.172,0.0
HATS-25 b,0.613,,0.051629999999999995,4.2986432,0.08800000000000001,,,1.26,86.93,Primary Transit,0.9940000000000001,7.5,5715.0,1.107,0.02
HATS-26 b,0.65,,0.04735,3.3023881,0.122,,,1.75,86.2,Primary Transit,1.2990000000000002,4.04,6071.0,2.04,0.02
HATS-27 b,0.53,,0.0611,4.6370379999999995,0.29,,,1.5,87.3,Primary Transit,1.415,2.3,6438.0,1.74,0.09
HATS-28 b,0.672,,0.04131,3.1810781,0.10099999999999999,,,1.194,86.17,Primary Transit,0.929,6.2,5498.0,0.922,0.01
HATS-29 b,0.653,,0.05475,4.605874900000001,0.079,,,1.251,87.37,Primary Transit,1.032,5.5,5670.0,1.073,0.16
HATS-3 b,1.071,,0.0485,3.547851,,,,1.381,,Primary Transit,1.209,3.2,6351.0,1.4040000000000001,0.157
HATS-30 b,0.706,,0.043539999999999995,3.1743516,0.048,,,1.175,86.84,Primary Transit,1.093,2.3,5943.0,1.061,0.06
HATS-31 b,0.88,,0.0478,3.37796,0.233,,,1.64,85.0,Primary Transit,1.275,4.3,6050.0,1.87,0.0
HATS-32 b,0.92,,0.04024,2.8126548,0.47100000000000003,,,1.249,87.1,Primary Transit,1.099,3.5,5700.0,1.097,0.39
HATS-33 b,1.192,,0.03727,2.5495551,0.08,,,1.23,87.62,Primary Transit,1.062,3.0,5659.0,1.022,0.29
HATS-34 b,0.941,,0.03166,2.1061607,0.0,,,1.43,82.28,Primary Transit,0.955,7.7,5380.0,0.98,0.25
HATS-35 b,1.222,,0.03199,1.8209933,0.0,,,1.464,86.9,Primary Transit,1.317,2.13,6300.0,1.433,0.21
HATS-36 b,2.79,,0.0529,4.1752379,0.294,,,1.263,87.57,Primary Transit,1.135,3.4,5970.0,1.186,0.13
HATS-39 b,0.63,,0.06,4.5776348,0.275,,,1.57,84.98,Primary Transit,1.379,2.06,6572.0,1.621,0.0
HATS-4 b,1.3230000000000002,,0.0362,2.516729,0.013000000000000001,275.0,,1.02,88.5,Primary Transit,1.001,2.1,5403.0,0.925,0.43
HATS-40 b,1.59,,0.04997,3.2642736,0.312,,,1.58,85.8,Primary Transit,1.56,2.07,6460.0,2.26,0.01
HATS-41 b,9.7,,0.0583,4.193649,0.38,136.0,,1.33,80.4,Primary Transit,1.496,1.34,6424.0,1.71,0.47
HATS-42 b,1.88,,0.03689,2.292102,0.22899999999999998,,,1.4,85.1,Primary Transit,1.273,3.26,6060.0,1.48,0.22
HATS-43 b,0.261,,0.04944,4.388849700000001,0.17300000000000001,330.0,,1.18,89.24,Primary Transit,0.8370000000000001,8.6,5099.0,0.812,0.05
HATS-44 b,0.56,,0.036489999999999995,2.7439004000000002,0.27899999999999997,,,1.067,84.65,Primary Transit,0.86,9.7,5080.0,0.847,0.32
HATS-45 b,0.7,,0.05511,4.1876244,0.24,,,1.286,85.61,Primary Transit,1.272,1.52,6450.0,1.315,0.02
HATS-46 b,0.17300000000000001,,0.05367,4.7423729,0.5589999999999999,,,0.903,87.32,Primary Transit,0.917,3.0,5495.0,0.853,0.06
HATS-5 b,0.237,,0.0542,4.763387000000001,0.019,204.0,,0.912,89.3,Primary Transit,0.9359999999999999,3.6,5304.0,0.871,0.19
HATS-50 b,0.39,,0.050460000000000005,3.8297015,0.516,,,1.13,87.54,Primary Transit,1.168,1.2,5990.0,1.117,0.3
HATS-51 b,0.768,,0.04639,3.3488702000000004,0.33,,,1.41,87.1,Primary Transit,1.187,4.74,5758.0,1.44,0.3
HATS-52 b,2.24,,0.024980000000000002,1.3665436000000002,0.24600000000000002,,,1.382,84.7,Primary Transit,1.111,1.2,6010.0,1.046,0.22
HATS-53 b,0.595,,0.04753,3.8537767999999994,0.33,,,1.34,88.79,Primary Transit,0.9640000000000001,8.0,5644.0,1.1,0.01
HATS-54 b,0.76,,0.037630000000000004,2.5441827999999997,0.126,,,1.067,83.08,Primary Transit,1.0070000000000001,6.6,5702.0,1.317,0.396
HATS-55 b,0.9209999999999999,,0.05412,,0.092,,,1.251,86.32,Primary Transit,1.1955,0.4,6214.0,1.126,0.10800000000000001
